date_time,favorites,retweets,tweet_id,user_favourites,user_followers
2017-08-01 16:23:56,35251,7434,892420643555336193,146211,8943067
2017-08-01 00:17:27,30517,5529,892177421306343426,146211,8943067
2017-07-31 00:18:03,22944,3648,891815181378084864,146211,8943067
2017-07-30 15:58:51,38538,7612,891689557279858688,146211,8943067
2017-07-29 16:00:24,36814,8193,891327558926688256,146211,8943067
2017-07-29 00:08:17,18555,2747,891087950875897856,146211,8943067
2017-07-28 16:27:12,10801,1780,890971913173991426,146211,8943067
2017-07-28 00:22:40,59368,16629,890729181411237888,146211,8943067
2017-07-27 16:25:51,25539,3797,890609185150312448,146211,8943067
2017-07-26 15:59:51,29137,6439,890240255349198849,146211,8943067
2017-07-26 00:31:25,28101,6464,890006608113172480,146211,8943067
2017-07-25 16:11:53,25567,4386,889880896479866881,146211,8943067
2017-07-25 01:55:32,43876,8814,889665388333682689,146211,8943067
2017-07-25 00:10:02,24676,3940,889638837579907072,146211,8943067
2017-07-24 17:02:04,13900,1990,889531135344209921,146211,8943067
2017-07-24 00:19:32,23033,4691,889278841981685760,146211,8943067
2017-07-23 00:22:39,26650,3945,888917238123831296,146211,8943067
2017-07-22 16:56:37,23402,3729,888804989199671297,146211,8943067
2017-07-22 00:23:06,18039,3046,888554962724278272,146211,8943067
2017-07-20 16:49:33,19929,3055,888078434458587136,146211,8943067
2017-07-19 16:06:48,27715,4761,887705289381826560,146211,8943067
2017-07-19 03:39:09,42440,10367,887517139158093824,146211,8943067
2017-07-19 00:47:34,62769,15832,887473957103951883,146211,8943067
2017-07-18 16:08:03,30818,9278,887343217045368832,146211,8943066
2017-07-18 00:07:08,28051,5257,887101392804085760,146211,8943066
2017-07-17 16:17:36,31809,6727,886983233522544640,146211,8943066
2017-07-16 23:58:41,10927,2803,886736880519319552,146211,8943066
2017-07-16 20:14:00,20584,3944,886680336477933568,146211,8943066
2017-07-15 23:25:31,19318,2789,886366144734445568,146211,8943066
2017-07-15 16:51:35,110,4,886267009285017600,146211,8943066
2017-07-15 16:17:19,25587,5571,886258384151887873,146211,8943066
2017-07-15 02:45:48,0,96,886054160059072513,146211,8943066
2017-07-14 22:10:11,29805,5918,885984800019947520,146211,8943066
2017-07-13 15:58:47,32885,5629,885528943205470208,146211,8943066
2017-07-13 15:19:09,18747,3291,885518971528720385,146211,8943066
2017-07-13 01:35:06,0,16291,885311592912609280,146211,8943066
2017-07-12 16:03:00,20018,3850,885167619883638784,146211,8943066
2017-07-12 00:01:00,70343,15903,884925521741709313,146211,8943066
2017-07-11 20:47:12,25442,4920,884876753390489601,146211,8943066
2017-07-11 00:00:02,22243,4138,884562892145688576,146211,8943066
2017-07-10 15:58:53,24822,5026,884441805382717440,146211,8943066
2017-07-10 03:08:17,66277,17883,884247878851493888,146211,8943066
2017-07-09 21:29:42,18684,2637,884162670584377345,146211,8943066
2017-07-09 00:00:04,19993,3013,883838122936631299,146211,8943066
2017-07-08 00:28:19,41920,8701,883482846933004288,146211,8943066
2017-07-07 16:22:55,20748,3244,883360690899218434,146211,8943066
2017-07-07 00:17:54,33921,5851,883117836046086144,146211,8943066
2017-07-06 15:58:11,21851,3414,882992080364220416,146211,8943066
2017-07-06 00:46:41,25842,4299,882762694511734784,146211,8943066
2017-07-05 15:48:34,25653,5345,882627270321602560,146211,8943066
2017-07-04 16:01:23,40994,10220,882268110199369728,146211,8943066
2017-07-04 01:18:17,26817,4286,882045870035918850,146211,8943066
2017-07-03 16:04:48,22305,3000,881906580714921986,146211,8943066
2017-07-03 00:11:11,46356,9411,881666595344535552,146211,8943066
2017-07-02 21:58:53,116,7,881633300179243008,146211,8943066
2017-07-02 15:32:16,45265,14125,881536004380872706,146211,8943066
2017-07-01 21:49:04,21315,4681,881268444196462592,146211,8943066
2017-06-30 23:47:07,15665,2466,880935762899988482,146211,8943066
2017-06-30 19:35:32,19496,3376,880872448815771648,146211,8943066
2017-06-29 16:39:47,26057,5482,880465832366813184,146211,8943066
2017-06-29 00:27:25,24656,3664,880221127280381952,146211,8943066
2017-06-28 16:09:20,25290,3840,880095782870896641,146211,8943066
2017-06-28 00:42:13,20483,3072,879862464715927552,146211,8943066
2017-06-27 12:14:36,290,10,879674319642796034,146211,8943066
2017-06-27 00:10:17,21521,2795,879492040517615616,146211,8943066
2017-06-26 19:07:24,96791,39421,879415818425184262,146211,8943066
2017-06-26 16:31:08,15442,2764,879376492567855104,146211,8943066
2017-06-26 00:13:58,0,6015,879130579576475649,146211,8943066
2017-06-25 18:56:45,20656,4154,879050749262655488,146211,8943066
2017-06-25 16:07:47,17439,2362,879008229531029506,146211,8943066
2017-06-25 00:45:22,17768,3620,878776093423087618,146211,8943066
2017-06-24 13:24:20,27532,6238,878604707211726852,146211,8943066
2017-06-24 00:09:53,0,1126,878404777348136964,146211,8943066
2017-06-23 18:17:33,0,5860,878316110768087041,146211,8943066
2017-06-23 16:00:04,7075,1126,878281511006478336,146211,8943066
2017-06-23 01:10:23,38633,6015,878057613040115712,146211,8943066
2017-06-22 03:54:17,72510,16724,877736472329191424,146211,8943066
2017-06-21 19:36:23,0,71,877611172832227328,146211,8943066
2017-06-21 15:58:08,20832,3365,877556246731214848,146211,8943066
2017-06-21 00:06:44,25182,4607,877316821321428993,146211,8943066
2017-06-20 16:29:50,24882,4914,877201837425926144,146211,8943066
2017-06-19 16:24:33,18998,2946,876838120628539392,146211,8943066
2017-06-18 20:30:39,21818,4161,876537666061221889,146211,8943066
2017-06-18 16:57:37,17248,2091,876484053909872640,146211,8943066
2017-06-17 16:52:05,25721,4123,876120275196170240,146211,8943066
2017-06-16 16:11:53,23070,3776,875747767867523072,146211,8943066
2017-06-15 00:13:52,20161,4348,875144289856114688,146211,8943066
2017-06-14 21:06:43,25223,5402,875097192612077568,146211,8943066
2017-06-14 16:04:48,23460,4180,875021211251597312,146211,8943066
2017-06-13 17:29:20,25589,4110,874680097055178752,146211,8943066
2017-06-13 01:14:41,0,12866,874434818259525634,146211,8943067
2017-06-12 16:06:11,23963,3665,874296783580663808,146211,8943067
2017-06-12 00:15:36,20925,3540,874057562936811520,146211,8943067
2017-06-11 21:18:31,31397,9064,874012996292530176,146211,8943066
2017-06-10 16:39:04,22303,3501,873580283840344065,146211,8943066
2017-06-10 00:35:19,0,1404,873337748698140672,146211,8943066
2017-06-09 16:22:42,6593,1404,873213775632977920,146211,8943066
2017-06-09 00:02:31,25083,4807,872967104147763200,146211,8943066
2017-06-08 14:20:41,13588,3312,872820683541237760,146211,8943066
2017-06-08 01:06:27,19098,3240,872620804844003328,146211,8943066
2017-06-07 16:14:40,37548,8094,872486979161796608,146211,8943066
2017-06-06 16:07:15,31536,7225,872122724285648897,146211,8943066
2017-06-06 00:01:46,34557,9744,871879754684805121,146211,8943066
2017-06-05 16:15:56,18645,3105,871762521631449091,146211,8943066
2017-06-04 23:56:03,18627,3108,871515927908634625,146211,8943066
2017-06-04 00:46:17,0,5106,871166179821445120,146211,8943066
2017-06-03 20:33:19,19316,4930,871102520638267392,146211,8943066
2017-06-03 15:55:36,21005,3404,871032628920680449,146211,8943066
2017-06-03 00:48:22,31066,5541,870804317367881728,146211,8943066
2017-06-02 19:38:25,112,3,870726314365509632,146211,8943066
2017-06-02 15:00:16,11362,2337,870656317836468226,146211,8943066
2017-06-01 20:18:38,76881,23867,870374049280663552,146211,8943066
2017-06-01 16:00:09,20293,3718,870308999962521604,146211,8943066
2017-05-31 23:43:25,33766,7456,870063196459192321,146211,8943066
2017-05-31 04:27:59,39432,9115,869772420881756160,146211,8943066
2017-05-30 23:51:58,26094,5651,869702957897576449,146211,8943066
2017-05-30 16:49:31,14796,2786,869596645499047938,146211,8943066
2017-05-29 16:24:37,18916,3379,869227993411051520,146211,8943067
2017-05-28 17:23:24,60470,12944,868880397819494401,146211,8943067
2017-05-28 01:26:04,0,1854,868639477480148993,146211,8943067
2017-05-28 00:18:35,24654,4746,868622495443632128,146211,8943067
2017-05-27 19:39:34,9338,1854,868552278524837888,146211,8943067
2017-05-26 00:29:37,22475,3773,867900495410671616,146211,8943067
2017-05-25 16:10:44,31542,6603,867774946302451713,146211,8943067
2017-05-24 16:44:18,14927,2246,867421006826221569,146211,8943067
2017-05-23 17:40:04,0,108,867072653475098625,146211,8943067
2017-05-23 16:16:06,29889,7120,867051520902168576,146211,8943067
2017-05-22 18:21:28,18570,4339,866720684873056260,146211,8943067
2017-05-22 16:06:55,17870,3124,866686824827068416,146211,8943067
2017-05-22 00:28:40,113500,31892,866450705531457537,146211,8943066
2017-05-21 16:48:45,48592,12866,866334964761202691,146211,8943066
2017-05-21 00:53:21,0,7571,866094527597207552,146211,8943066
2017-05-19 23:57:46,23915,5099,865718153858494464,146211,8943066
2017-05-19 00:12:11,24617,4535,865359393868664832,146211,8943066
2017-05-18 00:50:50,26097,7018,865006731092295680,146211,8943066
2017-05-17 16:00:15,30019,7886,864873206498414592,146211,8943066
2017-05-16 00:41:21,13599,2725,864279568663928832,146211,8943066
2017-05-15 19:14:50,27885,8005,864197398364647424,146211,8943066
2017-05-15 00:02:33,19232,3766,863907417377173506,146211,8943066
2017-05-14 00:34:33,14235,3810,863553081350529029,146211,8943066
2017-05-13 19:11:30,0,2201,863471782782697472,146211,8943066
2017-05-13 16:33:49,22170,4770,863432100342583297,146211,8943066
2017-05-13 16:15:35,2052,85,863427515083354112,146211,8943066
2017-05-12 17:12:53,8190,1010,863079547188785154,146211,8943066
2017-05-12 16:05:02,7859,2201,863062471531167744,146211,8943066
2017-05-12 00:46:44,17915,4690,862831371563274240,146211,8943066
2017-05-11 17:34:13,15981,3232,862722525377298433,146211,8943066
2017-05-11 00:01:27,19043,4477,862457590147678208,146211,8943066
2017-05-10 00:08:34,69179,21093,862096992088072192,146211,8943066
2017-05-08 00:54:59,33737,9786,861383897657036800,146211,8943066
2017-05-07 18:36:02,16046,3788,861288531465048066,146211,8943066
2017-05-06 23:49:50,15621,3492,861005113778896900,146211,8943066
2017-05-06 22:16:42,0,1957,860981674716409858,146211,8943066
2017-05-06 18:27:40,0,723,860924035999428608,146211,8943066
2017-05-05 18:36:06,7006,1957,860563773140209665,146211,8943066
2017-05-05 16:00:04,22160,4842,860524505164394496,146211,8943066
2017-05-04 23:34:55,17246,3227,860276583193509888,146211,8943066
2017-05-04 17:30:24,15632,5379,860184849394610176,146211,8943066
2017-05-04 17:01:34,0,28352,860177593139703809,146211,8943066
2017-05-04 00:15:58,18408,3774,859924526012018688,146211,8943066
2017-05-03 19:26:06,14493,3236,859851578198683649,146209,8943689
2017-05-03 03:17:27,17507,1419,859607811541651456,146211,8943066
2017-05-02 00:04:57,84261,27703,859196978902773760,146211,8943066
2017-05-01 15:58:40,31713,12561,859074603037188101,146211,8943066
2017-05-01 01:47:28,0,7474,858860390427611136,146211,8943066
2017-05-01 00:40:27,14679,3194,858843525470990336,146211,8943066
2017-04-30 00:02:42,20296,4494,858471635011153920,146211,8943066
2017-04-28 23:57:28,14830,2664,858107933456039936,146211,8943066
2017-04-28 16:08:49,15146,2386,857989990357356544,146211,8943066
2017-04-28 00:00:54,32228,9830,857746408056729600,146211,8943066
2017-04-27 00:38:11,5550,1520,857393404942143489,146211,8943066
2017-04-26 16:00:39,18957,4186,857263160327368704,146211,8943066
2017-04-26 12:48:51,213,17,857214891891077121,146211,8943066
2017-04-26 02:41:43,0,154,857062103051644929,146211,8943066
2017-04-26 00:33:27,17777,3683,857029823797047296,146211,8943066
2017-04-24 16:22:16,15479,2680,856543823941562368,146211,8943066
2017-04-24 15:13:52,11234,1749,856526610513747968,146211,8943066
2017-04-24 02:15:55,0,619,856330835276025856,146211,8943066
2017-04-23 23:26:03,489,15,856288084350160898,146211,8943066
2017-04-23 23:01:59,26257,5842,856282028240666624,146211,8943066
2017-04-22 19:15:32,313,22,855862651834028034,146211,8943066
2017-04-22 19:05:32,4629,900,855860136149123072,146211,8943066
2017-04-22 18:55:51,11269,1962,855857698524602368,146211,8943066
2017-04-22 18:31:02,43471,16868,855851453814013952,146211,8943066
2017-04-22 16:18:34,25293,5064,855818117272018944,146211,8943066
2017-04-21 16:33:22,28243,7680,855459453768019968,146211,8943066
2017-04-21 02:22:29,0,5535,855245323840757760,146211,8943066
2017-04-20 19:16:59,0,40,855138241867124737,146211,8943066
2017-04-19 16:25:34,21600,5671,854732716440526848,146211,8943066
2017-04-18 23:50:52,27754,6383,854482394044301312,146211,8943066
2017-04-18 16:05:17,17974,4388,854365224396361728,146211,8943066
2017-04-17 23:52:16,30420,6976,854120357044912130,146211,8943066
2017-04-17 16:34:26,15479,2952,854010172552949760,146211,8943066
2017-04-17 00:03:50,27228,5413,853760880890318849,146211,8943067
2017-04-16 16:00:07,33024,9385,853639147608842240,146211,8943067
2017-04-15 17:32:18,14784,3340,853299958564483072,146211,8943067
2017-04-14 17:27:40,0,1864,852936405516943360,146211,8943067
2017-04-14 15:51:39,8608,1695,852912242202992640,146211,8943067
2017-04-13 23:59:28,14262,2040,852672615818899456,146211,8943066
2017-04-13 16:05:56,15548,3273,852553447878664193,146211,8943066
2017-04-13 00:03:59,31679,9369,852311364735569921,146211,8943066
2017-04-12 18:25:07,19147,6472,852226086759018497,146211,8943066
2017-04-12 16:00:27,10991,1500,852189679701164033,146211,8943066
2017-04-11 18:15:55,0,19,851861385021730816,146211,8943066
2017-04-11 00:24:08,15593,3277,851591660324737024,146211,8943066
2017-04-10 16:00:07,23249,6689,851464819735769094,146211,8943066
2017-04-10 00:06:42,19850,5447,851224888060895234,146211,8943066
2017-04-08 16:54:09,29488,8573,850753642995093505,146211,8943066
2017-04-07 16:10:12,12598,2461,850380195714523136,146211,8943066
2017-04-07 13:04:55,3314,310,850333567704068097,146211,8943066
2017-04-07 00:38:06,15676,3591,850145622816686080,146211,8943066
2017-04-06 16:18:05,19622,4615,850019790995546112,146211,8943066
2017-04-06 00:13:11,29195,7186,849776966551130114,146211,8943066
2017-04-05 17:00:34,0,4710,849668094696017920,146211,8943066
2017-04-05 00:04:08,15271,2984,849412302885593088,146211,8943066
2017-04-04 19:03:06,10987,1795,849336543269576704,146211,8943066
2017-04-04 00:12:06,40731,8022,849051919805034497,146211,8943066
2017-04-03 00:16:10,24275,4108,848690551926992896,146211,8943066
2017-04-02 00:03:26,23820,4395,848324959059550208,146211,8943066
2017-04-01 16:41:12,7871,681,848213670039564288,146211,8943066
2017-04-01 16:35:01,15721,2873,848212111729840128,146211,8943066
2017-04-01 01:08:10,0,3104,847978865427394560,146211,8943066
2017-04-01 00:39:12,0,419,847971574464610304,146211,8943066
2017-04-01 00:04:17,22680,4825,847962785489326080,146211,8943066
2017-03-31 16:07:33,5229,1258,847842811428974592,146211,8943066
2017-03-31 01:11:22,6738,390,847617282490613760,146211,8943066
2017-03-31 00:27:14,18120,3262,847606175596138505,146211,8943067
2017-03-30 00:56:03,19788,4118,847251039262605312,146211,8943067
2017-03-29 18:43:12,19154,5571,847157206088847362,146211,8943067
2017-03-29 16:00:12,20738,3038,847116187444137987,146211,8943067
2017-03-29 00:01:05,19391,3739,846874817362120707,146211,8943067
2017-03-28 00:07:32,43032,10999,846514051647705089,146211,8943067
2017-03-27 23:35:28,13640,2927,846505985330044928,146211,8943067
2017-03-27 00:15:53,30499,8620,846153765933735936,146211,8943067
2017-03-26 23:20:02,29997,9623,846139713627017216,146211,8943067
2017-03-26 16:55:29,15450,2733,846042936437604353,146211,8943067
2017-03-26 01:38:00,28235,8282,845812042753855489,146211,8943067
2017-03-25 16:45:08,24391,4602,845677943972139009,146211,8943067
2017-03-24 22:08:59,7364,1701,845397057150107648,146211,8943067
2017-03-24 16:10:40,22576,5143,845306882940190720,146211,8943067
2017-03-24 02:22:04,0,7320,845098359547420673,146211,8943067
2017-03-23 18:29:57,13212,2434,844979544864018432,146211,8943067
2017-03-23 18:07:10,14560,3037,844973813909606400,146211,8943067
2017-03-22 16:04:20,15940,2977,844580511645339650,146211,8943067
2017-03-21 16:26:50,13239,2085,844223788422217728,146211,8943067
2017-03-21 00:22:10,14731,2833,843981021012017153,146211,8943067
2017-03-20 16:08:44,20823,4410,843856843873095681,146211,8943067
2017-03-19 23:25:35,16394,2618,843604394117681152,146211,8943067
2017-03-18 22:59:54,20864,5748,843235543001513987,146211,8943067
2017-03-17 21:13:10,14857,3485,842846295480000512,146211,8943067
2017-03-17 15:51:22,6527,1210,842765311967449089,146211,8943067
2017-03-17 00:38:32,17614,3372,842535590457499648,146211,8943067
2017-03-16 00:00:07,23727,5535,842163532590374912,146211,8943067
2017-03-15 20:48:07,13578,2896,842115215311396866,146211,8943067
2017-03-15 02:10:39,0,14403,841833993020538882,146211,8943067
2017-03-14 16:01:03,25059,7526,841680585030541313,146211,8943067
2017-03-14 00:04:30,12280,3524,841439858740625411,146211,8943067
2017-03-13 16:08:50,19247,5306,841320156043304961,146211,8943067
2017-03-13 15:47:01,15404,4460,841314665196081154,146211,8943067
2017-03-13 00:02:39,22228,5106,841077006473256960,146211,8943067
2017-03-12 03:07:56,0,1691,840761248237133825,146211,8943067
2017-03-12 00:59:17,0,15418,840728873075638272,146211,8943067
2017-03-11 22:59:09,171,2,840698636975636481,146211,8943067
2017-03-11 22:51:24,11949,933,840696689258311684,146211,8943067
2017-03-11 18:35:42,8747,1691,840632337062862849,146211,8943067
2017-03-11 01:15:58,15991,4381,840370681858686976,146211,8943067
2017-03-10 18:27:58,18732,5518,840268004936019968,146211,8943067
2017-03-10 00:04:21,13090,2188,839990271299457024,146211,8943067
2017-03-08 18:52:12,26724,7474,839549326359670784,146211,8943067
2017-03-08 01:44:07,0,139,839290600511926273,146211,8943067
2017-03-07 22:22:32,26406,6280,839239871831150596,146211,8943067
2017-03-07 03:22:35,19152,3858,838952994649550848,146211,8943067
2017-03-07 01:17:48,10858,1965,838921590096166913,146211,8943067
2017-03-07 00:57:32,0,33,838916489579200512,146211,8943067
2017-03-06 19:21:35,0,10627,838831947270979586,146211,8943067
2017-03-06 01:26:54,10704,1282,838561493054533637,146211,8943067
2017-03-05 19:48:43,21910,4581,838476387338051585,146211,8943067
2017-03-05 01:36:26,0,9686,838201503651401729,146211,8943067
2017-03-04 22:12:52,1625,318,838150277551247360,146211,8943067
2017-03-04 17:56:49,137,1,838085839343206401,146211,8943067
2017-03-04 17:49:08,17197,3003,838083903487373313,146211,8943067
2017-03-04 00:21:08,33246,7571,837820167694528512,146211,8943067
2017-03-03 01:58:22,3768,427,837482249356513284,146211,8943067
2017-03-03 01:14:41,12500,2181,837471256429613056,146211,8943067
2017-03-02 01:20:01,15666,2285,837110210464448512,146211,8943067
2017-03-01 17:22:13,12461,2228,836989968035819520,146211,8943067
2017-03-01 01:42:39,18907,4495,836753516572119041,146211,8943067
